GeneID	EACO	Pathway
LOCMI08740	Ea	Drug metabolism - other enzymes:map00983
LOCMI09166	Ea	Drug metabolism - other enzymes:map00983
LOCMI09732	Ea	Drug metabolism - other enzymes:map00983
LOCMI09785	Ea	Drug metabolism - other enzymes:map00983
LOCMI11370	Ea	Drug metabolism - other enzymes:map00983
LOCMI13010	Ea	Drug metabolism - other enzymes:map00983
LOCMI14674	Ea	Drug metabolism - other enzymes:map00983
LOCMI15048	Ea	Drug metabolism - other enzymes:map00983
LOCMI15049	Ea	Drug metabolism - other enzymes:map00983
LOCMI15409	Ea	Drug metabolism - other enzymes:map00983
LOCMI15579	Ea	Drug metabolism - other enzymes:map00983
LOCMI15586	Ea	Drug metabolism - other enzymes:map00983
LOCMI15588	Ea	Drug metabolism - other enzymes:map00983
LOCMI15639	Ea	Drug metabolism - other enzymes:map00983
LOCMI16287	Ea	Drug metabolism - other enzymes:map00983
LOCMI16979	Ea	Drug metabolism - other enzymes:map00983
LOCMI16983	Ea	Drug metabolism - other enzymes:map00983
LOCMI16984	Ea	Drug metabolism - other enzymes:map00983
LOCMI16990	Ea	Drug metabolism - other enzymes:map00983
LOCMI16992	Ea	Drug metabolism - other enzymes:map00983
LOCMI16994	Ea	Drug metabolism - other enzymes:map00983
LOCMI16996	Ea	Drug metabolism - other enzymes:map00983
LOCMI16997	Ea	Drug metabolism - other enzymes:map00983
LOCMI16998	Ea	Drug metabolism - other enzymes:map00983
LOCMI16999	Ea	Drug metabolism - other enzymes:map00983
LOCMI17001	Ea	Drug metabolism - other enzymes:map00983
LOCMI17012	Ea	Drug metabolism - other enzymes:map00983
LOCMI17015	Ea	Drug metabolism - other enzymes:map00983
LOCMI17023	Ea	Drug metabolism - other enzymes:map00983
LOCMI17030	Ea	Drug metabolism - other enzymes:map00983
LOCMI17032	Ea	Drug metabolism - other enzymes:map00983
LOCMI17034	Ea	Drug metabolism - other enzymes:map00983
LOCMI17035	Ea	Drug metabolism - other enzymes:map00983
LOCMI17036	Ea	Drug metabolism - other enzymes:map00983
LOCMI17039	Ea	Drug metabolism - other enzymes:map00983
LOCMI17043	Ea	Drug metabolism - other enzymes:map00983
LOCMI17044	Ea	Drug metabolism - other enzymes:map00983
LOCMI17045	Ea	Drug metabolism - other enzymes:map00983
LOCMI17046	Ea	Drug metabolism - other enzymes:map00983
LOCMI15806	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15809	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15813	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15827	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15828	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15841	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15844	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15853	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15872	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15881	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15898	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15961	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15991	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI16015	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI16041	Ea	Biosynthesis of unsaturated fatty acids:map01040
LOCMI00304	Ea	Carbon metabolism:map01200
LOCMI02016	Ea	Carbon metabolism:map01200
LOCMI02211	Ea	Carbon metabolism:map01200
LOCMI02552	Ea	Carbon metabolism:map01200
LOCMI03491	Ea	Carbon metabolism:map01200
LOCMI03647	Ea	Carbon metabolism:map01200
LOCMI03752	Ea	Carbon metabolism:map01200
LOCMI03862	Ea	Carbon metabolism:map01200
LOCMI04080	Ea	Carbon metabolism:map01200
LOCMI04306	Ea	Carbon metabolism:map01200
LOCMI04601	Ea	Carbon metabolism:map01200
LOCMI05605	Ea	Carbon metabolism:map01200
LOCMI05806	Ea	Carbon metabolism:map01200
LOCMI06609	Ea	Carbon metabolism:map01200
LOCMI06889	Ea	Carbon metabolism:map01200
LOCMI07298	Ea	Carbon metabolism:map01200
LOCMI07462	Ea	Carbon metabolism:map01200
LOCMI08123	Ea	Carbon metabolism:map01200
LOCMI08995	Ea	Carbon metabolism:map01200
LOCMI09897	Ea	Carbon metabolism:map01200
LOCMI09995	Ea	Carbon metabolism:map01200
LOCMI10291	Ea	Carbon metabolism:map01200
LOCMI10311	Ea	Carbon metabolism:map01200
LOCMI11413	Ea	Carbon metabolism:map01200
LOCMI11659	Ea	Carbon metabolism:map01200
LOCMI12133	Ea	Carbon metabolism:map01200
LOCMI12587	Ea	Carbon metabolism:map01200
LOCMI13330	Ea	Carbon metabolism:map01200
LOCMI14004	Ea	Carbon metabolism:map01200
LOCMI14899	Ea	Carbon metabolism:map01200
LOCMI15766	Ea	Carbon metabolism:map01200
LOCMI15768	Ea	Carbon metabolism:map01200
LOCMI15779	Ea	Carbon metabolism:map01200
LOCMI15780	Ea	Carbon metabolism:map01200
LOCMI15789	Ea	Carbon metabolism:map01200
LOCMI15796	Ea	Carbon metabolism:map01200
LOCMI15802	Ea	Carbon metabolism:map01200
LOCMI15803	Ea	Carbon metabolism:map01200
LOCMI15806	Ea	Carbon metabolism:map01200
LOCMI15817	Ea	Carbon metabolism:map01200
LOCMI15819	Ea	Carbon metabolism:map01200
LOCMI15822	Ea	Carbon metabolism:map01200
LOCMI15833	Ea	Carbon metabolism:map01200
LOCMI15850	Ea	Carbon metabolism:map01200
LOCMI15876	Ea	Carbon metabolism:map01200
LOCMI15878	Ea	Carbon metabolism:map01200
LOCMI15879	Ea	Carbon metabolism:map01200
LOCMI15889	Ea	Carbon metabolism:map01200
LOCMI15899	Ea	Carbon metabolism:map01200
LOCMI15903	Ea	Carbon metabolism:map01200
LOCMI15908	Ea	Carbon metabolism:map01200
LOCMI15918	Ea	Carbon metabolism:map01200
LOCMI15924	Ea	Carbon metabolism:map01200
LOCMI15927	Ea	Carbon metabolism:map01200
LOCMI15939	Ea	Carbon metabolism:map01200
LOCMI15940	Ea	Carbon metabolism:map01200
LOCMI15947	Ea	Carbon metabolism:map01200
LOCMI15957	Ea	Carbon metabolism:map01200
LOCMI15962	Ea	Carbon metabolism:map01200
LOCMI15964	Ea	Carbon metabolism:map01200
LOCMI15965	Ea	Carbon metabolism:map01200
LOCMI15967	Ea	Carbon metabolism:map01200
LOCMI15975	Ea	Carbon metabolism:map01200
LOCMI15978	Ea	Carbon metabolism:map01200
LOCMI15982	Ea	Carbon metabolism:map01200
LOCMI15989	Ea	Carbon metabolism:map01200
LOCMI15993	Ea	Carbon metabolism:map01200
LOCMI15994	Ea	Carbon metabolism:map01200
LOCMI15995	Ea	Carbon metabolism:map01200
LOCMI16000	Ea	Carbon metabolism:map01200
LOCMI16007	Ea	Carbon metabolism:map01200
LOCMI16012	Ea	Carbon metabolism:map01200
LOCMI16016	Ea	Carbon metabolism:map01200
LOCMI16031	Ea	Carbon metabolism:map01200
LOCMI16039	Ea	Carbon metabolism:map01200
LOCMI16040	Ea	Carbon metabolism:map01200
LOCMI16048	Ea	Carbon metabolism:map01200
LOCMI16055	Ea	Carbon metabolism:map01200
LOCMI16063	Ea	Carbon metabolism:map01200
LOCMI16069	Ea	Carbon metabolism:map01200
LOCMI16075	Ea	Carbon metabolism:map01200
LOCMI16077	Ea	Carbon metabolism:map01200
LOCMI16081	Ea	Carbon metabolism:map01200
LOCMI16298	Ea	Carbon metabolism:map01200
LOCMI16359	Ea	Carbon metabolism:map01200
LOCMI16371	Ea	Carbon metabolism:map01200
LOCMI16875	Ea	Carbon metabolism:map01200
LOCMI16955	Ea	Carbon metabolism:map01200
LOCMI02165	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI02211	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI05806	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI10153	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI10311	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI14899	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI15768	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI15819	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI15908	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI15957	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI15965	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI15989	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI16000	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI16012	Ea	2-Oxocarboxylic acid metabolism:map01210
LOCMI15764	Ea	Fatty acid metabolism:map01212
LOCMI15806	Ea	Fatty acid metabolism:map01212
LOCMI15809	Ea	Fatty acid metabolism:map01212
LOCMI15813	Ea	Fatty acid metabolism:map01212
LOCMI15821	Ea	Fatty acid metabolism:map01212
LOCMI15827	Ea	Fatty acid metabolism:map01212
LOCMI15828	Ea	Fatty acid metabolism:map01212
LOCMI15841	Ea	Fatty acid metabolism:map01212
LOCMI15844	Ea	Fatty acid metabolism:map01212
LOCMI15853	Ea	Fatty acid metabolism:map01212
LOCMI15857	Ea	Fatty acid metabolism:map01212
LOCMI15872	Ea	Fatty acid metabolism:map01212
LOCMI15881	Ea	Fatty acid metabolism:map01212
LOCMI15897	Ea	Fatty acid metabolism:map01212
LOCMI15898	Ea	Fatty acid metabolism:map01212
LOCMI15899	Ea	Fatty acid metabolism:map01212
LOCMI15900	Ea	Fatty acid metabolism:map01212
LOCMI15923	Ea	Fatty acid metabolism:map01212
LOCMI15937	Ea	Fatty acid metabolism:map01212
LOCMI15939	Ea	Fatty acid metabolism:map01212
LOCMI15940	Ea	Fatty acid metabolism:map01212
LOCMI15944	Ea	Fatty acid metabolism:map01212
LOCMI15945	Ea	Fatty acid metabolism:map01212
LOCMI15961	Ea	Fatty acid metabolism:map01212
LOCMI15972	Ea	Fatty acid metabolism:map01212
LOCMI15987	Ea	Fatty acid metabolism:map01212
LOCMI15991	Ea	Fatty acid metabolism:map01212
LOCMI16005	Ea	Fatty acid metabolism:map01212
LOCMI16015	Ea	Fatty acid metabolism:map01212
LOCMI16020	Ea	Fatty acid metabolism:map01212
LOCMI16025	Ea	Fatty acid metabolism:map01212
LOCMI16041	Ea	Fatty acid metabolism:map01212
LOCMI16046	Ea	Fatty acid metabolism:map01212
LOCMI16047	Ea	Fatty acid metabolism:map01212
LOCMI16050	Ea	Fatty acid metabolism:map01212
LOCMI16095	Ea	Fatty acid metabolism:map01212
LOCMI16101	Ea	Fatty acid metabolism:map01212
LOCMI16298	Ea	Fatty acid metabolism:map01212
LOCMI16324	Ea	Fatty acid metabolism:map01212
LOCMI16359	Ea	Fatty acid metabolism:map01212
LOCMI16371	Ea	Fatty acid metabolism:map01212
LOCMI16955	Ea	Fatty acid metabolism:map01212
LOCMI03491	Ea	Degradation of aromatic compounds:map01220
LOCMI07298	Ea	Degradation of aromatic compounds:map01220
LOCMI16007	Ea	Degradation of aromatic compounds:map01220
LOCMI02099	Ea	Biosynthesis of amino acids:map01230
LOCMI02165	Ea	Biosynthesis of amino acids:map01230
LOCMI02211	Ea	Biosynthesis of amino acids:map01230
LOCMI02552	Ea	Biosynthesis of amino acids:map01230
LOCMI03210	Ea	Biosynthesis of amino acids:map01230
LOCMI03848	Ea	Biosynthesis of amino acids:map01230
LOCMI03980	Ea	Biosynthesis of amino acids:map01230
LOCMI04776	Ea	Biosynthesis of amino acids:map01230
LOCMI05252	Ea	Biosynthesis of amino acids:map01230
LOCMI05554	Ea	Biosynthesis of amino acids:map01230
LOCMI05771	Ea	Biosynthesis of amino acids:map01230
LOCMI05806	Ea	Biosynthesis of amino acids:map01230
LOCMI06263	Ea	Biosynthesis of amino acids:map01230
LOCMI06889	Ea	Biosynthesis of amino acids:map01230
LOCMI08123	Ea	Biosynthesis of amino acids:map01230
LOCMI08549	Ea	Biosynthesis of amino acids:map01230
LOCMI08638	Ea	Biosynthesis of amino acids:map01230
LOCMI09897	Ea	Biosynthesis of amino acids:map01230
LOCMI10153	Ea	Biosynthesis of amino acids:map01230
LOCMI10181	Ea	Biosynthesis of amino acids:map01230
LOCMI10291	Ea	Biosynthesis of amino acids:map01230
LOCMI10311	Ea	Biosynthesis of amino acids:map01230
LOCMI10825	Ea	Biosynthesis of amino acids:map01230
LOCMI10932	Ea	Biosynthesis of amino acids:map01230
LOCMI11494	Ea	Biosynthesis of amino acids:map01230
LOCMI12565	Ea	Biosynthesis of amino acids:map01230
LOCMI13330	Ea	Biosynthesis of amino acids:map01230
LOCMI14899	Ea	Biosynthesis of amino acids:map01230
LOCMI15768	Ea	Biosynthesis of amino acids:map01230
LOCMI15779	Ea	Biosynthesis of amino acids:map01230
LOCMI15780	Ea	Biosynthesis of amino acids:map01230
LOCMI15789	Ea	Biosynthesis of amino acids:map01230
LOCMI15802	Ea	Biosynthesis of amino acids:map01230
LOCMI15817	Ea	Biosynthesis of amino acids:map01230
LOCMI15819	Ea	Biosynthesis of amino acids:map01230
LOCMI15903	Ea	Biosynthesis of amino acids:map01230
LOCMI15908	Ea	Biosynthesis of amino acids:map01230
LOCMI15912	Ea	Biosynthesis of amino acids:map01230
LOCMI15924	Ea	Biosynthesis of amino acids:map01230
LOCMI15947	Ea	Biosynthesis of amino acids:map01230
LOCMI15957	Ea	Biosynthesis of amino acids:map01230
LOCMI15965	Ea	Biosynthesis of amino acids:map01230
LOCMI15989	Ea	Biosynthesis of amino acids:map01230
LOCMI15994	Ea	Biosynthesis of amino acids:map01230
LOCMI16000	Ea	Biosynthesis of amino acids:map01230
LOCMI16012	Ea	Biosynthesis of amino acids:map01230
LOCMI16016	Ea	Biosynthesis of amino acids:map01230
LOCMI16031	Ea	Biosynthesis of amino acids:map01230
LOCMI16040	Ea	Biosynthesis of amino acids:map01230
LOCMI16048	Ea	Biosynthesis of amino acids:map01230
LOCMI16063	Ea	Biosynthesis of amino acids:map01230
LOCMI16069	Ea	Biosynthesis of amino acids:map01230
LOCMI16397	Ea	Biosynthesis of amino acids:map01230
LOCMI16875	Ea	Biosynthesis of amino acids:map01230
LOCMI04335	Ea	ABC transporters:map02010
LOCMI04392	Ea	ABC transporters:map02010
LOCMI04741	Ea	ABC transporters:map02010
LOCMI04910	Ea	ABC transporters:map02010
LOCMI05436	Ea	ABC transporters:map02010
LOCMI05757	Ea	ABC transporters:map02010
LOCMI06158	Ea	ABC transporters:map02010
LOCMI06922	Ea	ABC transporters:map02010
LOCMI07427	Ea	ABC transporters:map02010
LOCMI07908	Ea	ABC transporters:map02010
LOCMI09550	Ea	ABC transporters:map02010
LOCMI09691	Ea	ABC transporters:map02010
LOCMI10509	Ea	ABC transporters:map02010
LOCMI13212	Ea	ABC transporters:map02010
LOCMI13213	Ea	ABC transporters:map02010
LOCMI13215	Ea	ABC transporters:map02010
LOCMI13217	Ea	ABC transporters:map02010
LOCMI13654	Ea	ABC transporters:map02010
LOCMI15545	Ea	ABC transporters:map02010
LOCMI17172	Ea	ABC transporters:map02010
LOCMI00350	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI00505	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI00706	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI00918	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI01644	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI02264	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI02415	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI02889	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI03764	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI04311	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI04507	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI04788	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI05604	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI05914	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI05944	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI06145	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI06180	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI06505	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI06579	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI06666	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI06717	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI06867	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI07008	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI07259	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI07318	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI07700	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI07761	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI08055	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI08574	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI08627	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI08646	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI08902	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI08961	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI09161	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI09247	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI09418	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI09448	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI09982	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI10078	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI10417	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI10705	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI11048	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI11621	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI11692	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI11986	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI12333	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI12558	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI13003	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI13567	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI13747	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI13900	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI14275	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI14370	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI14938	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI15020	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI15286	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17080	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17137	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17163	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17183	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17184	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17201	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17254	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI17264	Ea	Ribosome biogenesis in eukaryotes:map03008
LOCMI00031	Ea	Ribosome:map03010
LOCMI00130	Ea	Ribosome:map03010
LOCMI00132	Ea	Ribosome:map03010
LOCMI00147	Ea	Ribosome:map03010
LOCMI00151	Ea	Ribosome:map03010
LOCMI00296	Ea	Ribosome:map03010
LOCMI00363	Ea	Ribosome:map03010
LOCMI00394	Ea	Ribosome:map03010
LOCMI00502	Ea	Ribosome:map03010
LOCMI00562	Ea	Ribosome:map03010
LOCMI00680	Ea	Ribosome:map03010
LOCMI01005	Ea	Ribosome:map03010
LOCMI01110	Ea	Ribosome:map03010
LOCMI01159	Ea	Ribosome:map03010
LOCMI01183	Ea	Ribosome:map03010
LOCMI01241	Ea	Ribosome:map03010
LOCMI01249	Ea	Ribosome:map03010
LOCMI01469	Ea	Ribosome:map03010
LOCMI01674	Ea	Ribosome:map03010
LOCMI01789	Ea	Ribosome:map03010
LOCMI01797	Ea	Ribosome:map03010
LOCMI01847	Ea	Ribosome:map03010
LOCMI02068	Ea	Ribosome:map03010
LOCMI02121	Ea	Ribosome:map03010
LOCMI02239	Ea	Ribosome:map03010
LOCMI02278	Ea	Ribosome:map03010
LOCMI02563	Ea	Ribosome:map03010
LOCMI02613	Ea	Ribosome:map03010
LOCMI02643	Ea	Ribosome:map03010
LOCMI02690	Ea	Ribosome:map03010
LOCMI02717	Ea	Ribosome:map03010
LOCMI02771	Ea	Ribosome:map03010
LOCMI03012	Ea	Ribosome:map03010
LOCMI03069	Ea	Ribosome:map03010
LOCMI03146	Ea	Ribosome:map03010
LOCMI03326	Ea	Ribosome:map03010
LOCMI03469	Ea	Ribosome:map03010
LOCMI03696	Ea	Ribosome:map03010
LOCMI03768	Ea	Ribosome:map03010
LOCMI03823	Ea	Ribosome:map03010
LOCMI04006	Ea	Ribosome:map03010
LOCMI04171	Ea	Ribosome:map03010
LOCMI04549	Ea	Ribosome:map03010
LOCMI04669	Ea	Ribosome:map03010
LOCMI04836	Ea	Ribosome:map03010
LOCMI04863	Ea	Ribosome:map03010
LOCMI05114	Ea	Ribosome:map03010
LOCMI05261	Ea	Ribosome:map03010
LOCMI05430	Ea	Ribosome:map03010
LOCMI05511	Ea	Ribosome:map03010
LOCMI05551	Ea	Ribosome:map03010
LOCMI05567	Ea	Ribosome:map03010
LOCMI05642	Ea	Ribosome:map03010
LOCMI05902	Ea	Ribosome:map03010
LOCMI05931	Ea	Ribosome:map03010
LOCMI06222	Ea	Ribosome:map03010
LOCMI06257	Ea	Ribosome:map03010
LOCMI06296	Ea	Ribosome:map03010
LOCMI06322	Ea	Ribosome:map03010
LOCMI06498	Ea	Ribosome:map03010
LOCMI06694	Ea	Ribosome:map03010
LOCMI06804	Ea	Ribosome:map03010
LOCMI06878	Ea	Ribosome:map03010
LOCMI07012	Ea	Ribosome:map03010
LOCMI07242	Ea	Ribosome:map03010
LOCMI07300	Ea	Ribosome:map03010
LOCMI07458	Ea	Ribosome:map03010
LOCMI07471	Ea	Ribosome:map03010
LOCMI07483	Ea	Ribosome:map03010
LOCMI07502	Ea	Ribosome:map03010
LOCMI07539	Ea	Ribosome:map03010
LOCMI07717	Ea	Ribosome:map03010
LOCMI07867	Ea	Ribosome:map03010
LOCMI07886	Ea	Ribosome:map03010
LOCMI08029	Ea	Ribosome:map03010
LOCMI08031	Ea	Ribosome:map03010
LOCMI08036	Ea	Ribosome:map03010
LOCMI08050	Ea	Ribosome:map03010
LOCMI08247	Ea	Ribosome:map03010
LOCMI08528	Ea	Ribosome:map03010
LOCMI08559	Ea	Ribosome:map03010
LOCMI08723	Ea	Ribosome:map03010
LOCMI09201	Ea	Ribosome:map03010
LOCMI09269	Ea	Ribosome:map03010
LOCMI09316	Ea	Ribosome:map03010
LOCMI09378	Ea	Ribosome:map03010
LOCMI09539	Ea	Ribosome:map03010
LOCMI09605	Ea	Ribosome:map03010
LOCMI09637	Ea	Ribosome:map03010
LOCMI09674	Ea	Ribosome:map03010
LOCMI09731	Ea	Ribosome:map03010
LOCMI09740	Ea	Ribosome:map03010
LOCMI09756	Ea	Ribosome:map03010
LOCMI10036	Ea	Ribosome:map03010
LOCMI10146	Ea	Ribosome:map03010
LOCMI10169	Ea	Ribosome:map03010
LOCMI10170	Ea	Ribosome:map03010
LOCMI10197	Ea	Ribosome:map03010
LOCMI10269	Ea	Ribosome:map03010
LOCMI10292	Ea	Ribosome:map03010
LOCMI10304	Ea	Ribosome:map03010
LOCMI10394	Ea	Ribosome:map03010
LOCMI10478	Ea	Ribosome:map03010
LOCMI10485	Ea	Ribosome:map03010
LOCMI10600	Ea	Ribosome:map03010
LOCMI10621	Ea	Ribosome:map03010
LOCMI11068	Ea	Ribosome:map03010
LOCMI11142	Ea	Ribosome:map03010
LOCMI11190	Ea	Ribosome:map03010
LOCMI11278	Ea	Ribosome:map03010
LOCMI11304	Ea	Ribosome:map03010
LOCMI11493	Ea	Ribosome:map03010
LOCMI11496	Ea	Ribosome:map03010
LOCMI11617	Ea	Ribosome:map03010
LOCMI12059	Ea	Ribosome:map03010
LOCMI12147	Ea	Ribosome:map03010
LOCMI12288	Ea	Ribosome:map03010
LOCMI12362	Ea	Ribosome:map03010
LOCMI12399	Ea	Ribosome:map03010
LOCMI13315	Ea	Ribosome:map03010
LOCMI13355	Ea	Ribosome:map03010
LOCMI13370	Ea	Ribosome:map03010
LOCMI13397	Ea	Ribosome:map03010
LOCMI13492	Ea	Ribosome:map03010
LOCMI13545	Ea	Ribosome:map03010
LOCMI13563	Ea	Ribosome:map03010
LOCMI13569	Ea	Ribosome:map03010
LOCMI13597	Ea	Ribosome:map03010
LOCMI13626	Ea	Ribosome:map03010
LOCMI13842	Ea	Ribosome:map03010
LOCMI14132	Ea	Ribosome:map03010
LOCMI14188	Ea	Ribosome:map03010
LOCMI14244	Ea	Ribosome:map03010
LOCMI14272	Ea	Ribosome:map03010
LOCMI14780	Ea	Ribosome:map03010
LOCMI14819	Ea	Ribosome:map03010
LOCMI15205	Ea	Ribosome:map03010
LOCMI15434	Ea	Ribosome:map03010
LOCMI16282	Ea	Ribosome:map03010
LOCMI00229	Ea	RNA transport:map03013
LOCMI00503	Ea	RNA transport:map03013
LOCMI00691	Ea	RNA transport:map03013
LOCMI00734	Ea	RNA transport:map03013
LOCMI01203	Ea	RNA transport:map03013
LOCMI01347	Ea	RNA transport:map03013
LOCMI01978	Ea	RNA transport:map03013
LOCMI02669	Ea	RNA transport:map03013
LOCMI02948	Ea	RNA transport:map03013
LOCMI02969	Ea	RNA transport:map03013
LOCMI03485	Ea	RNA transport:map03013
LOCMI03565	Ea	RNA transport:map03013
LOCMI03646	Ea	RNA transport:map03013
LOCMI03764	Ea	RNA transport:map03013
LOCMI04027	Ea	RNA transport:map03013
LOCMI04042	Ea	RNA transport:map03013
LOCMI04290	Ea	RNA transport:map03013
LOCMI04547	Ea	RNA transport:map03013
LOCMI04658	Ea	RNA transport:map03013
LOCMI05054	Ea	RNA transport:map03013
LOCMI05106	Ea	RNA transport:map03013
LOCMI05218	Ea	RNA transport:map03013
LOCMI05324	Ea	RNA transport:map03013
LOCMI05716	Ea	RNA transport:map03013
LOCMI05872	Ea	RNA transport:map03013
LOCMI05948	Ea	RNA transport:map03013
LOCMI06065	Ea	RNA transport:map03013
LOCMI06068	Ea	RNA transport:map03013
LOCMI06180	Ea	RNA transport:map03013
LOCMI06244	Ea	RNA transport:map03013
LOCMI06342	Ea	RNA transport:map03013
LOCMI06493	Ea	RNA transport:map03013
LOCMI06505	Ea	RNA transport:map03013
LOCMI06742	Ea	RNA transport:map03013
LOCMI06824	Ea	RNA transport:map03013
LOCMI07125	Ea	RNA transport:map03013
LOCMI07133	Ea	RNA transport:map03013
LOCMI07237	Ea	RNA transport:map03013
LOCMI07313	Ea	RNA transport:map03013
LOCMI07350	Ea	RNA transport:map03013
LOCMI07368	Ea	RNA transport:map03013
LOCMI07431	Ea	RNA transport:map03013
LOCMI07480	Ea	RNA transport:map03013
LOCMI07700	Ea	RNA transport:map03013
LOCMI07818	Ea	RNA transport:map03013
LOCMI07860	Ea	RNA transport:map03013
LOCMI08080	Ea	RNA transport:map03013
LOCMI08132	Ea	RNA transport:map03013
LOCMI08385	Ea	RNA transport:map03013
LOCMI08609	Ea	RNA transport:map03013
LOCMI08616	Ea	RNA transport:map03013
